number of nodes = 22, graph = [(6, 21), (6, 3), (6, 10), (21, 11), (21, 13), (18, 20), (18, 19), (18, 5), (20, 19), (20, 12), (3, 7), (3, 5), (7, 13), (7, 9), (12, 16), (12, 10), (16, 2), (16, 4), (0, 8), (0, 10), (0, 9), (8, 15), (8, 17), (15, 1), (15, 17), (11, 14), (11, 17), (14, 2), (14, 4), (2, 1), (1, 13), (19, 4), (5, 9)], number of qubits = 21, optimal cost = 15.246282369621296, optimal nodes sets = [(0, 1, 5, 7, 10, 14, 16, 17, 19, 20, 21), (2, 3, 4, 6, 8, 9, 11, 12, 13, 15, 18)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21), ()], degeneracy of worse sets = 1, ground energy = -15.246282369621296, ground state = 001110101101110100100, degeneracy of optimal solutions = 1, first excited energy = -15.179545886025911, gap = 0.06673648359538475, first excited state = 101011111001110100001, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 000000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 15.386764815671423, sdp lower bound ground energy = -15.386764815671423, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["010110101101110000100", "011110101101110000100", "101011110001110100100", "100011111001110100100", "101011111001110100100", "000110100101110100100", "100110100101110100100", "001110100101110100100", "101110100101110100100", "000110101101110100100", "100110101101110100100", "001110101101110100100", "101110101101110100100", "000110000111110100100", "001110000111110100100", "000110001111110100100", "001110001111110100100", "101110001111110100100", "000100101101011110110", "001100101101011110110", "000100001111011110110", "001100001111011110110", "110011111001100000001", "111011111001100000001", "110011111001110000001", "111011111001110000001", "101011111001100100001", "100011110001110100001", "001011110001110100001", "101011110001110100001", "000011111001110100001", "100011111001110100001", "001011111001110100001", "101011111001110100001", "001110100101110100001", "101110100101110100001", "000110101101110100001", "100110101101110100001", "001110101101110100001", "101110101101110100001", "000110001111110100001", "001110001111110100001", "000110101101110100101", "001110101101110100101", "001110001111110100101"]
-8.174415653628476
0.14512433361790483 6
0.07258684662577675 6 3
0.4136639869020402 6 10
0.4390319573199253 11
0.3238269428445817 13
0.35233117764524446 18 20
0.046969667530705306 18 19
0.1653232970004631 18 5
0.14370676097959212 20 19
0.060066644076187725 20 12
0.4472694638171573 3 7
0.20738455058002908 3 5
0.15260167050017892 7 13
0.48154732188041977 7 9
0.49486175521272885 12 16
0.07762866128946128 12 10
0.042198384315577764 16 2
0.32553965932741386 16 4
0.05255797412101887 0 8
0.06253410682502758 0 10
0.15388768886175458 0 9
0.2724467543874283 8 15
0.38805076208872613 8 17
0.2802542819751868 15 1
0.38606268611458816 15 17
0.21391336015521917 11 14
0.4999754545731611 11 17
0.01995168140980197 14 2
0.4120491903290329 14 4
0.03394518131318375 2 1
0.17159274993432228 1 13
0.48203480633091017 19 4
0.3534958937437248 5 9
