number of nodes = 22, graph = [(6, 21), (6, 11), (6, 0), (21, 1), (21, 16), (7, 20), (7, 2), (7, 15), (20, 11), (20, 12), (12, 13), (12, 5), (13, 11), (13, 1), (3, 10), (3, 9), (3, 17), (10, 4), (10, 8), (4, 18), (4, 8), (18, 1), (18, 5), (9, 14), (9, 0), (14, 2), (14, 17), (2, 19), (8, 19), (5, 15), (15, 19), (0, 16), (16, 17)], number of qubits = 21, optimal cost = 16.86556546176253, optimal nodes sets = [(0, 2, 8, 9, 10, 11, 12, 15, 17, 18, 20, 21), (1, 3, 4, 5, 6, 7, 13, 14, 16, 19)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21), ()], degeneracy of worse sets = 1, ground energy = -16.86556546176253, ground state = 010111110000011010010, degeneracy of optimal solutions = 1, first excited energy = -16.747986335526647, gap = 0.1175791262358814, first excited state = 010111110000011010011, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 000000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 16.914307044980035, sdp lower bound ground energy = -16.914307044980035, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["010111110000011010010", "111000001111100101101", "010111110000011010011", "010111100000011110011"]
-8.794933456114821
0.0378755045937052 6
0.46362245601812485 6 11
0.3223671933594248 6 0
0.44413947734516274 1
0.14260693987881828 16
0.12697649260709015 7 20
0.15402425286663596 7 2
0.47350007981294256 7 15
0.06772473718474464 20 11
0.00046219230440358583 20 12
0.36248142700863095 12 13
0.3289325090180545 12 5
0.45792153246143047 13 11
0.09449057533647032 13 1
0.18709592074410303 3 10
0.28923696738231724 3 9
0.14249301750361376 3 17
0.281075199324682 10 4
0.016543938411317682 10 8
0.38063006090402135 4 18
0.4985339350777698 4 8
0.3187685046959709 18 1
0.1494111333036277 18 5
0.40170000899030617 9 14
0.18292928199662184 9 0
0.4778427018726411 14 2
0.38151431913764106 14 17
0.4101940432933099 2 19
0.04332051355911626 8 19
0.15266010754214615 5 15
0.16533495332224435 15 19
0.4502339889119203 0 16
0.3882894903458119 16 17
