number of nodes = 24, graph = [(7, 23), (7, 3), (7, 12), (23, 15), (23, 12), (3, 1), (3, 8), (5, 16), (5, 0), (5, 6), (16, 0), (16, 10), (4, 18), (4, 14), (4, 22), (18, 1), (18, 22), (8, 9), (8, 19), (9, 19), (9, 21), (0, 6), (11, 14), (11, 2), (11, 17), (14, 1), (2, 10), (2, 6), (17, 15), (17, 20), (15, 20), (20, 22), (12, 21), (21, 13), (19, 13), (10, 13)], number of qubits = 23, optimal cost = 15.776657057274969, optimal nodes sets = [(0, 1, 2, 5, 7, 8, 10, 14, 17, 19, 21, 22, 23), (3, 4, 6, 9, 11, 12, 13, 15, 16, 18, 20)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23), ()], degeneracy of worse sets = 1, ground energy = -15.776657057274969, ground state = 00011010010111011010100, degeneracy of optimal solutions = 1, first excited energy = -15.769097745948615, gap = 0.007559311326353679, first excited state = 00011010011111011010100, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 00000000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 16.059485116980937, sdp lower bound ground energy = -16.059485116980937, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["10111100010011100110000", "00111010010011101110000", "10111100010111000010100", "00011100011111000010100", "10011100011111000010100", "10011010011111000010100", "00011110011111000010100", "10110100010011100010100", "10111100010011100010100", "10111100011011100010100", "10011100011110010010100", "10011100010111010010100", "10111100010111010010100", "10011100101111010010100", "10010100011111010010100", "00011100011111010010100", "10011100011111010010100", "10011010011111010010100", "00011110011111010010100", "10110100010011110010100", "00111100010011110010100", "10111100010011110010100", "10111100011011110010100", "10011100011111110010100", "00011010010111001010100", "10011010010111001010100", "00111010010111001010100", "00011010011111001010100", "10011010011111001010100", "10111000010011101010100", "00110010010011101010100", "00111010010011101010100", "00011010011110011010100", "00011010100111011010100", "00010010010111011010100", "00011010010111011010100", "10011010010111011010100", "00111010010111011010100", "00011010101111011010100", "00010010011111011010100", "00011010011111011010100", "10011010011111011010100", "10111000010011111010100", "00111100010011111010100", "00110010010011111010100", "00111010010011111010100", "10111010010011111010100", "00011010010111111010100", "00011010011111111010100", "10110100010011100110100", "00111100010011100110100", "10111100010011100110100", "10111100011011100110100", "00011010010111001110100", "10111000010011101110100", "00111100010011101110100", "00110010010011101110100", "00111010010011101110100", "10111010010011101110100", "10011100011110000011100", "10011100011110010011100", "10011100011111010011100", "00011010011110001011100", "00011010101110011011100", "00011010011110011011100", "00011010010111011011100", "00011010011111011011100", "10111100010011100111100", "10011100011110010010110", "00011010011110011010110", "10011100011110000011110", "10011100101110010011110", "10011100011110010011110", "00011010011110001011110", "00011010101110011011110", "00011010011110011011110", "11100100100011100100001", "11100101100011100100001", "10110100010011100100001", "11110100010011100100001", "10110100011011100100001", "11100100100011110100001", "10110100010011110100001", "11110100010011110100001", "01100010100011101100001", "01100011100011101100001", "10110000010011101100001", "00110010010011101100001", "01110010010011101100001", "00110010010011111100001", "00110100010011100110001", "10110100010011100110001", "10110100011011100110001", "10110100010011110110001", "10110100011011110110001", "10110000010011101110001", "00110100010011101110001", "00110010010011101110001", "10110010010011101110001", "10110000010011111110001", "00110100010011111110001", "00110010010011111110001", "10110100010011100111001", "11100101100000100101011", "11100101101000100101011"]
-9.045786787077189
0.05730363670965177 7
0.2501589176107625 7 3
0.32488378571002857 7 12
0.021809523909424144 15
0.42409553987220117 12
0.3898119829825659 3 1
0.23331490408281363 3 8
0.35202475278532314 5 16
0.32537080971824184 5 0
0.37062386795482255 5 6
0.26119505704608426 16 0
0.13384229025080235 16 10
0.2028497694990271 4 18
0.0921525968716202 4 14
0.45085007672442334 4 22
0.38577446186333086 18 1
0.46036028010748875 18 22
0.4044691975385498 8 9
0.054958119581473286 8 19
0.1557990855028496 9 19
0.026354485855972665 9 21
0.3097947919316905 0 6
0.35313964266866715 11 14
0.3252388429476567 11 2
0.2048911195137854 11 17
0.10875693495863786 14 1
0.21869301351185633 2 10
0.1541883137128982 2 6
0.2761560246959618 17 15
0.3559348289761196 17 20
0.18952597446081726 15 20
0.4527212227235818 20 22
0.21875530865378384 12 21
0.20724888300141997 21 13
0.20410836421862427 19 13
0.08863037892423165 10 13
