number of nodes = 20, graph = [(12, 19), (12, 10), (12, 17), (19, 18), (19, 6), (0, 2), (0, 8), (0, 1), (2, 3), (2, 6), (9, 11), (9, 5), (9, 13), (11, 14), (11, 7), (8, 4), (8, 7), (14, 3), (14, 17), (10, 7), (10, 6), (1, 18), (1, 5), (18, 16), (15, 17), (15, 16), (15, 13), (4, 16), (4, 13), (5, 3)], number of qubits = 19, optimal cost = 16.31805776356891, optimal nodes sets = [(1, 3, 8, 10, 11, 13, 16, 17, 19), (0, 2, 4, 5, 6, 7, 9, 12, 14, 15, 18)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19), ()], degeneracy of worse sets = 1, ground energy = -16.31805776356891, ground state = 1010111101001011001, degeneracy of optimal solutions = 1, first excited energy = -15.538422067938033, gap = 0.7796356956308763, first excited state = 1010111000011011001, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 0000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 16.402951019442163, sdp lower bound ground energy = -16.402951019442163, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["1000111101001011001", "1010111101001011001", "1000111000011011001", "1010111000011011001"]
-8.429229136901442
0.22693833851803275 12
0.44776245295147143 12 10
0.3219296061153675 12 17
0.45134964037872016 18
0.4289870838804721 6
0.007100159693750163 0 2
0.3430887959514665 0 8
0.35341466110218567 0 1
0.17916556002465062 2 3
0.1652628100436876 2 6
0.4667112670234385 9 11
0.09783728537954578 9 5
0.2068459043778788 9 13
0.05019427426537115 11 14
0.4688257699398749 11 7
0.18496667334356293 8 4
0.16340578543382883 8 7
0.4404111772329773 14 3
0.3166317937490707 14 17
0.06720916911790609 10 7
0.3932710837601474 10 6
0.4726407632762962 1 18
0.34767129503210187 1 5
0.07198560024075296 18 16
0.028851017116391153 15 17
0.3131843433760974 15 16
0.4949911600957842 15 13
0.3438463915280583 4 16
0.27531707564672436 4 13
0.29943219830582624 5 3
