number of nodes = 22, graph = [(15, 21), (15, 5), (15, 18), (21, 17), (21, 18), (3, 10), (3, 16), (3, 11), (10, 4), (10, 13), (16, 13), (16, 8), (14, 19), (14, 2), (14, 20), (19, 0), (19, 8), (17, 6), (17, 8), (1, 9), (1, 12), (1, 13), (9, 5), (9, 2), (2, 7), (12, 7), (12, 20), (6, 11), (6, 20), (11, 5), (0, 4), (0, 18), (4, 7)], number of qubits = 21, optimal cost = 15.725185619730112, optimal nodes sets = [(0, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21), (1, 2, 4, 5, 16, 17, 18, 19, 20)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21), ()], degeneracy of worse sets = 1, ground energy = -15.725185619730112, ground state = 011011000000000011111, degeneracy of optimal solutions = 1, first excited energy = -15.673053833413334, gap = 0.05213178631677806, first excited state = 011010000101000111111, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 000000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 16.378468470965185, sdp lower bound ground energy = -16.378468470965185, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["100100111100111100000", "100100111110111100000", "100100111101111100000", "100000111111111100000", "100100111111111100000", "110000111111001110000", "110101111010001000100", "110101111010011000100", "001111101000111000100", "100101111000111000100", "100101111100111000100", "100001111010111000100", "100101111010111000100", "100001111110111000100", "100101111110111000100", "100100111101111100100", "100100111111111100100", "110001111010001010100", "110001110010001011100", "001111101000110000110", "001111101000111000110", "001111100000110001110", "110000010111000111001", "110000010111001111001", "110000010111001111101", "001110000101110101011", "011010000001000111011", "011110000001000111011", "011010000101000111011", "011110000101000111011", "011010000011000111011", "011010000111000111011", "110000010111000111011", "001010000101100111011", "001010000101110111011", "011111000000000001111", "011111000000010001111", "001111000000110001111", "001111000001110001111", "001110000101110001111", "011110000001010101111", "011110000101010101111", "001110000001110101111", "001010000101110101111", "001110000101110101111", "000110010101110101111", "011011000000000011111", "011111000000000011111", "011011100000000011111", "011011000010000011111", "011111000010000011111", "011010000001000011111", "011011000001000011111", "011111000001000011111", "011010000101000011111", "011010000011000011111", "011011000011000011111", "011010000111000011111", "001011000000110011111", "011010000001000111111", "011110000001000111111", "011010000101000111111", "011110000101000111111", "010010010101000111111", "011010000011000111111", "011010000111000111111", "010000010111000111111", "110000010111000111111", "001010000101100111111", "001010000111100111111", "001010000101110111111", "001110000101110111111"]
-8.767164867875913
0.3386933024439743 15
0.32678042011699937 15 5
0.44314353924788596 15 18
0.12765841920795706 17
0.4445802754332638 18
0.08675951041221958 3 10
0.23948236976642884 3 16
0.05681653710096196 3 11
0.2346593955608327 10 4
0.08771904854522028 10 13
0.2543623288303448 16 13
0.16758072087045028 16 8
0.23129993486849387 14 19
0.25961193344234645 14 2
0.3958007731969986 14 20
0.37417656883462513 19 0
0.23005875939851977 19 8
0.25842210790039577 17 6
0.3022235948238743 17 8
0.10815624866277257 1 9
0.43958266494186893 1 12
0.2514467447480562 1 13
0.3574333380909297 9 5
0.20127715876371916 9 2
0.34450874662371955 2 7
0.003582445537429646 12 7
0.09140042201964965 12 20
0.3310012139710536 6 11
0.46117680562195246 6 20
0.4828986201776773 11 5
0.48673174606962444 0 4
0.08578418314280967 0 18
0.26235498950285635 4 7
