number of nodes = 22, graph = [(15, 21), (15, 14), (15, 0), (21, 3), (21, 5), (16, 20), (16, 11), (16, 18), (20, 11), (20, 6), (4, 12), (4, 7), (4, 13), (12, 19), (12, 8), (19, 11), (19, 1), (5, 10), (5, 17), (10, 2), (10, 6), (9, 14), (9, 3), (9, 7), (14, 3), (8, 0), (8, 17), (0, 17), (1, 18), (1, 13), (18, 7), (6, 2), (2, 13)], number of qubits = 21, optimal cost = 13.925957038326965, optimal nodes sets = [(0, 1, 2, 6, 7, 11, 12, 14, 16, 17, 21), (3, 4, 5, 8, 9, 10, 13, 15, 18, 19, 20)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21), ()], degeneracy of worse sets = 1, ground energy = -13.925957038326965, ground state = 000111001110010100111, degeneracy of optimal solutions = 1, first excited energy = -13.668283216834032, gap = 0.25767382149293283, first excited state = 001111101100000100111, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 000000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 14.054019432500583, sdp lower bound ground energy = -14.054019432500583, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["111101110001101010000", "011111101101000110000", "111101110001100110000", "111101110001101110000", "111101110001101111000", "001011001100000100111", "001111001100000100111", "001011101100000100111", "001111101100000100111", "000111001110000100111", "000111001100010100111", "001111001100010100111", "000111101100010100111", "001111101100010100111", "000110001110010100111", "000011001110010100111", "000111001110010100111", "000111101110010100111", "001111001100000101111", "000110001110010101111", "000111001110010101111", "000110101110010101111"]
-7.5157250135967235
0.31046284734953167 15
0.18422191943731814 15 14
0.037689474996652095 15 0
0.2163045054471287 3
0.1514216624420961 5
0.42667408364511433 16 20
0.2258712706090591 16 11
0.2760213011921768 16 18
0.46126061688001163 20 11
0.1189683787110552 20 6
0.3538012960820164 4 12
0.20587476609778066 4 7
0.13239389797733458 4 13
0.3021995690424226 12 19
0.43410246234104727 12 8
0.23583754713522997 19 11
0.48575259141918253 19 1
0.11315847968228088 5 10
0.15581059255923935 5 17
0.2800155191268021 10 2
0.0886734845798468 10 6
0.35429432119700743 9 14
0.04602140352102102 9 3
0.40076482815516973 9 7
0.041421966189928994 14 3
0.38443195784223677 8 0
0.11034068460201807 8 17
0.011356633512269454 0 17
0.19321971325973536 1 18
0.25542090969502595 1 13
0.2872584872158001 18 7
0.02394480913127517 6 2
0.21073303252190823 2 13
