number of nodes = 22, graph = [(15, 21), (15, 8), (15, 10), (21, 12), (21, 13), (4, 12), (4, 7), (4, 16), (12, 20), (3, 16), (3, 9), (3, 8), (16, 18), (9, 14), (9, 1), (14, 2), (14, 10), (17, 18), (17, 2), (17, 5), (18, 7), (8, 5), (2, 11), (11, 20), (11, 5), (1, 19), (1, 13), (10, 7), (20, 6), (6, 19), (6, 0), (0, 13), (0, 19)], number of qubits = 21, optimal cost = 14.342024692061795, optimal nodes sets = [(0, 1, 2, 4, 5, 8, 9, 10, 18, 20, 21), (3, 6, 7, 11, 12, 13, 14, 15, 16, 17, 19)], degeneracy of optimal sets = 1, worse cost = -0.0, worse nodes sets = [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21), ()], degeneracy of worse sets = 1, ground energy = -14.342024692061795, ground state = 000100110001111111010, degeneracy of optimal solutions = 1, first excited energy = -14.131892854172715, gap = 0.21013183788907952, first excited state = 000000111101111111010, degeneracy of first excited solutions = 1, maximum energy = 0.0, maximum solution = 000000000000000000000, degeneracy of worse solutions = 1, sdp upper bound of optimal cost = 14.60739500498925, sdp lower bound ground energy = -14.60739500498925, sdp lower bound of worst cost = 0, sdp upper bound of maximum energy = 0, approximation ratio larger than 95 = ["000000111101110011010", "000000111101111011010", "000000111101010111010", "000000110101110111010", "001000110101110111010", "000100110101110111010", "001100110101110111010", "000000111101110111010", "001000111101110111010", "000100110001011111010", "000000111101011111010", "000100110001111111010", "000000110101111111010", "000100110101111111010", "000000111101111111010", "001111100110110100110", "111111000010001100101", "111111000010011100101", "001011000110010100111", "001111000110010100111", "001011100110010100111", "001111100110010100111", "001111000110110100111", "001111100110110100111"]
-7.620024577183678
0.4035692553187495 15
0.3084646229512788 15 8
0.08948754907462603 15 10
0.08004948176305682 12
0.3942572705772377 13
0.06854060216216129 4 12
0.14540664357806665 4 7
0.30357011479058915 4 16
0.05444954129272145 12 20
0.029812766781464384 3 16
0.23863579936889756 3 9
0.30263532903947854 3 8
0.4914243434664524 16 18
0.20163651735958538 9 14
0.25079242247997274 9 1
0.11160923313054938 14 2
0.0750219236911514 14 10
0.1941264669379903 17 18
0.014417225380545351 17 2
0.3802021908191678 17 5
0.30304745199517075 18 7
0.12443003210488662 8 5
0.23419351613044675 2 11
0.3306164663691724 11 20
0.3149407565256112 11 5
0.37424536152602794 1 19
0.2456486343691856 1 13
0.38891370209670856 10 7
0.23768218164458582 20 6
0.043977009786454746 6 19
0.30497745118829456 6 0
0.14784724214069933 0 13
0.431395471342689 0 19
